material,site,species,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
sw,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,116.9
2b,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,148
bg,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,116.8
hm,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,116.7
2b,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,133.4
ag,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,115.3
p4,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,115.3
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,37.3
cd,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,114
sw,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,113.3
ns,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,111.9
la,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,110.7
ag,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,110.3
lg,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,110.1
as,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,109.5
sy,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,33.6
2b,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,105.9
60,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,105.4
as,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,105.3
dk,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,105
as,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,104.2
xb,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,104.1
xb,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,99.7
90,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,91.3
as,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,114.3
cd,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,113
sy,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,18.8
dk,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,106.1
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,15.9
as,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,84.3
mg,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,101.4
te,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,81.6
dk,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,97
ns,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,80.8
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,80.5
cs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,79.9
st,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,95
te,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,79.2
ns,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,79.1
dk,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,93.5
ic,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,77.3
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,76.9
p3,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,90.4
bg,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,89.4
cs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,76.5
dk,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,88.7
ag,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,88.5
cs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,75
bs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,74.8
ns,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,74.7
sw,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,85.3
as,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,85
fe,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,83.2
ns,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,82.1
gm,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,72.8
cs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,71.5
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,71.3
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,71.1
as,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,77.9
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,69.5
sw,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,74.2
ns,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,65.9
pr,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,65.1
cs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,64.6
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,60.3
cd,amambai,corn,0,1,0,1,0,0,0,1,0,1,0,149
cd,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,116.9
cd,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,65.8
cd,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,92.2
cd,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,130.2
cd,naviraí,corn,0,1,0,1,0,0,0,1,0,1,0,96.6
hm,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,60.7
lg,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,57.4
as,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,133.4
dk,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,131.9
dk,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,124.7
30,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,121
30,naviraí,corn,0,1,0,1,0,0,0,1,0,1,0,104.1
30,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,130.9
30,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,110.3
30,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,94.1
30,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,112
30,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,139.7
ns,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,117.7
ag,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,116.7
su,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,116.2
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,53
de,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,115.3
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,52.8
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,52.7
ag,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,112
30,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,111.9
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,52.4
3m,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,70.3
dk,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,111.6
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,51.8
dk,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,110.9
sy,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,50.1
sw,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,110.9
ds,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,49.3
lg,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,110.1
3m,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,122
mg,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,109.4
lg,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,109.1
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,48.2
ag,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,108.1
2b,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,106.6
cd,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,106.6
p3,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,106.2
ag,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,103.4
bg,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,101.5
cd,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,101.3
as,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,100.6
ns,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,98.7
p4,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,98.3
ns,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,42
as,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,95.5
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,41.9
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,41.3
la,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,92.5
p3,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,92.4
sy,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,38.9
p3,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,89.5
sy,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,36.8
tm,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,36.4
pr,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,35.1
mg,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,81.4
xb,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,80.4
90,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,72.2
te,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,44.2
30,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,137.2
dk,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,134.9
ns,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,43.1
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,42.3
ic,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,42.1
te,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,41
ns,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,40.9
ns,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,40.3
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,40.1
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,39
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,38.3
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,38
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,37.3
tm,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,36.4
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,36.2
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,36.1
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,35.7
te,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,35
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,34.5
ns,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,31.8
br,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,31.1
bs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,31
ns,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,28.3
cs,naviraí,soy,0,1,0,1,0,0,0,1,0,1,0,27.1
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,71.8
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,67.3
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,67.1
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,66.1
cz,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,64.6
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,63.7
cz,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,63.6
te,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,63.4
tm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,62.9
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,61.9
bs,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,61.8
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,60.7
tm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,59.9
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.9
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.9
pr,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.6
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.4
te,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.4
te,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.4
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,56.3
gm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,54.8
pr,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,54.6
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,36
tm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,68
ad,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,65.7
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,63.7
sy,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,62.4
bs,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,62.2
ft,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,62
ad,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,62
ad,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,61.9
dm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,61.6
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,61.2
ft,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,61.1
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,60.6
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,60.5
m5,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,60.2
do,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,59.9
sy,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,59.5
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,59.5
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.9
m6,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.8
dm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.6
sy,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.5
ft,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,58.2
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.9
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.8
na,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,57.1
cd,amambai,corn,0,1,0,1,0,0,0,1,0,1,0,103.1
cd,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,116.7
cd,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,60.7
cd,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,84.3
cd,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,91.6
cd,naviraí,corn,0,1,0,1,0,0,0,1,0,1,0,76.1
cd,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,108.1
cd,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,109.9
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,54.7
sy,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,54.1
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,52.9
vt,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,52.1
sy,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,44.9
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,47.5
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,45.6
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,44
te,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,41.9
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,41.9
as,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,41.25
tm,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,41.2
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,40.5
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,40
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,37.9
as,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,37.1
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,36.3
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,36.2
br,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,34.2
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,28.7
ns,riobrilhante,soy,0,1,0,1,0,0,0,1,0,1,0,27.7
cs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,94.2
m6,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,89.6
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,89.4
ic,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,85.8
as,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,85.5
cs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,85.3
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,85.2
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,85.2
te,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,84.3
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,83.9
sy,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,83.5
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,83.2
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,82.5
te,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,82.5
cz,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,82.4
cs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,82.4
dm,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,82.3
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,81.9
5d,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,81.6
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,81.4
ic,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,81.3
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,81.3
cs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,81.2
bs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,80.8
ad,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,80.4
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,80.4
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,80.3
ic,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,80.1
ad,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,79.9
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,79.9
ad,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,79.8
bs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,79.1
ds,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,78.9
ft,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,78.7
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,77.8
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,77.8
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,77.7
ds,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,77.6
te,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,77
cs,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,76.9
ns,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,76.9
5d,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,76.5
te,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,76.3
cz,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,74.6
90,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,87.9
dk,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,144.9
bg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,140.5
mg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,139.8
30,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,139.3
dk,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,138.7
as,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,138.5
p3,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,138.3
fe,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,138
as,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,137.2
mg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,137.2
ag,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,136.1
rb,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,136
mg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,135.9
lg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,135.1
cd,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,133.6
ag,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,133.4
as,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,133.1
mg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,131.8
dk,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,131.7
20,amambai,corn,0,1,0,1,0,0,0,1,0,1,0,131.5
20,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,125.7
20,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,78.2
20,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,111.7
20,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,119.9
20,naviraí,corn,0,1,0,1,0,0,0,1,0,1,0,110.3
20,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,136.6
20,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,128.6
20,amambai,corn,0,1,0,1,0,0,0,1,0,1,0,115.4
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,71.1
20,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,105.9
20,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,70.9
te,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,70.8
ft,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,70.6
20,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,106.6
ns,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,123.5
p4,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,123.3
20,maracaju,corn,0,1,0,1,0,0,0,1,0,1,0,100.9
20,riobrilhante,corn,0,1,0,1,0,0,0,1,0,1,0,139.3
p3,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,122.1
ft,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,69.4
as,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,89.4
rb,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,119.8
lg,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,118.6
dk,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,116.9
sw,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,116.4
as,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,115.8
xb,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,114
p3,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,113.4
xb,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,113.4
m7,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,67.7
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,67.6
br,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,67.4
as,sidrolândia,corn,0,1,0,1,0,0,0,1,0,1,0,125.5
ft,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,67
an,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,66.1
ft,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,65.8
ic,sãogabrieldooeste,soy,0,1,0,1,0,0,0,1,0,1,0,64.9
cz,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,69.5
bs,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,69.4
ad,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,69.3
ns,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,69
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,69
tm,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,68.8
ds,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,68.8
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,68.5
cz,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,68.5
as,amambai,corn,0,1,0,1,0,0,0,1,0,1,0,145.3
as,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,116.8
as,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,110.1
as,naviraí,corn,0,1,0,1,0,0,0,1,0,1,0,104.3
in,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,66
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,65.8
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,65.2
br,sidrolândia,soy,0,1,0,1,0,0,0,1,0,1,0,79.2
ad,sidrolândia,soy,0,1,0,1,0,0,0,1,0,1,0,79.2
ns,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,64.2
ft,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,63.9
sy,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,63.7
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,63.5
vt,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,62.8
cd,amambai,corn,0,1,0,1,0,0,0,1,0,1,0,111.2
sy,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,59.7
ft,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,58.9
cd,bonito,corn,0,1,0,1,0,0,0,1,0,1,0,117.8
cd,deodápolis,corn,0,1,0,1,0,0,0,1,0,1,0,83.2
br,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,55.5
ft,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,55.5
tm,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,39.1
cd,dourados,corn,0,1,0,1,0,0,0,1,0,1,0,122.4
tm,maracaju,soy,0,1,0,1,0,0,0,1,0,1,0,40.5
