id,material,harvest,site,productivity,species
3238,brs1040,2009,maracaju,86.4,corn
3239,cd384,2009,maracaju,86.3,corn
3240,2b688,2009,maracaju,85.8,corn
3241,formula,2009,maracaju,85.4,corn
3242,gnz9505,2009,maracaju,84.5,corn
3243,agn30a70,2009,maracaju,84.4,corn
3244,p30s31,2009,maracaju,83.5,corn
3245,as3421,2009,maracaju,82.2,corn
3246,agn30a91,2009,maracaju,81.8,corn
3247,dkb177,2009,maracaju,81.7,corn
3248,dkb350yg,2009,maracaju,81.7,corn
3249,as1596,2009,maracaju,81.7,corn
3250,znt1165,2009,maracaju,81.5,corn
3251,dg601,2009,maracaju,81.4,corn
3252,agn20a55,2009,maracaju,81.1,corn
3253,torktl,2009,maracaju,80.8,corn
3254,ag9010yg,2009,maracaju,80.7,corn
3255,p30p70,2009,maracaju,80.4,corn
3256,pre22s11,2009,maracaju,79.3,corn
3257,2b710hx,2009,maracaju,78.7,corn
3258,agn30a06,2009,maracaju,78.6,corn
3259,ag8088yg,2009,maracaju,78.0,corn
3260,hs969728,2009,maracaju,77.2,corn
3261,rb9308,2009,maracaju,77.0,corn
3262,dg627,2009,maracaju,76.8,corn
3263,bx945,2009,maracaju,76.6,corn
3264,shs5090,2009,maracaju,76.4,corn
3265,pentatl,2009,maracaju,76.3,corn
3266,as1551yg,2009,maracaju,75.5,corn
3267,cd351,2009,maracaju,74.9,corn
3268,shs5070,2009,maracaju,74.7,corn
3269,rb9210,2009,maracaju,74.3,corn
3270,as1590yg,2009,maracaju,74.1,corn
3271,bg7049,2009,maracaju,73.8,corn
3272,atl200,2009,maracaju,72.8,corn
3273,shs7080,2009,maracaju,72.5,corn
3274,gnz2500,2009,maracaju,72.4,corn
3275,cd308,2009,maracaju,72.2,corn
3276,impacto,2009,maracaju,70.9,corn
3277,bg7055,2009,maracaju,70.8,corn
3278,znt1335,2009,maracaju,70.6,corn
3279,bx1200,2009,maracaju,70.0,corn
3280,hs7338,2009,maracaju,69.8,corn
3281,rb9110,2009,maracaju,69.0,corn
3282,pre22t12,2009,maracaju,68.6,corn
3283,bx1255,2009,maracaju,68.3,corn
3284,cd304,2009,maracaju,67.6,corn
3285,dg501,2009,maracaju,66.4,corn
3286,shs7090,2009,maracaju,65.0,corn
3287,bx974,2009,maracaju,64.6,corn
3288,ag6020,2009,maracaju,63.6,corn
3289,agn20a06,2009,maracaju,63.2,corn
3290,brs2022,2009,maracaju,60.1,corn
3291,am4003,2009,maracaju,54.9,corn
3292,ms2009,2009,maracaju,52.4,corn
3293,al bandeirante,2009,maracaju,50.7,corn
3294,sol da manhã,2009,maracaju,36.6,corn
3295,bg7049,2009,naviraí,119.3,corn
3296,p3340,2009,naviraí,116.1,corn
3297,2b710hx,2009,naviraí,115.0,corn
3298,2b707,2009,naviraí,112.5,corn
3299,ag9040,2009,naviraí,110.9,corn
3300,cd384,2009,naviraí,110.6,corn
3301,as1596,2009,naviraí,110.4,corn
3302,dkb390yg,2009,naviraí,110.0,corn
3303,2b587,2009,naviraí,108.8,corn
3304,bx1200,2009,naviraí,108.0,corn
3305,2b688,2009,naviraí,107.4,corn
3306,dg601,2009,naviraí,106.8,corn
3307,p30s31,2009,naviraí,105.9,corn
3308,p30f35yg,2009,naviraí,105.7,corn
3309,agn30a06,2009,naviraí,105.5,corn
3310,p30p70,2009,naviraí,104.4,corn
3311,p4042,2009,naviraí,104.4,corn
3312,dkb315,2009,naviraí,104.1,corn
3313,cd351,2009,naviraí,102.5,corn
3314,ag9010yg,2009,naviraí,102.5,corn
3315,agn20a06,2009,naviraí,101.9,corn
3316,penta,2009,naviraí,101.4,corn
3317,dkb177,2009,naviraí,100.0,corn
3318,bx945,2009,naviraí,99.7,corn
3319,as3421,2009,naviraí,99.2,corn
3320,bg7055,2009,naviraí,99.1,corn
3321,ag6020,2009,naviraí,99.0,corn
3322,hs7338,2009,naviraí,99.0,corn
3323,bx1255,2009,naviraí,97.7,corn
3324,rb9110,2009,naviraí,97.5,corn
3325,cd308,2009,naviraí,97.3,corn
3326,bx974,2009,naviraí,96.9,corn
3327,omega,2009,naviraí,96.6,corn
3328,dg501,2009,naviraí,96.1,corn
3329,rb9210,2009,naviraí,94.7,corn
3330,cd304,2009,naviraí,94.3,corn
3331,hs969728,2009,naviraí,93.8,corn
3332,torktl,2009,naviraí,93.5,corn
3333,formula,2009,naviraí,89.3,corn
3334,pre22s11,2009,naviraí,88.2,corn
3335,brs2022,2009,naviraí,88.1,corn
3336,dg627,2009,naviraí,87.9,corn
3337,atl200,2009,naviraí,87.8,corn
3338,rb9308,2009,naviraí,86.7,corn
3339,pre22t12,2009,naviraí,86.5,corn
3340,ag8088yg,2009,naviraí,86.3,corn
3341,as1551yg,2009,naviraí,86.2,corn
3342,dkb350yg,2009,naviraí,85.1,corn
3343,as1590yg,2009,naviraí,80.7,corn
3344,al bandeirante,2009,naviraí,60.1,corn
3345,sol da manhã,2009,naviraí,52.2,corn
3346,p30p70,2009,rio brilhante,93.7,corn
3347,ag9040,2009,rio brilhante,92.6,corn
3348,rb9110,2009,rio brilhante,87.1,corn
3349,ag9010yg,2009,rio brilhante,85.6,corn
3350,formula,2009,rio brilhante,83.9,corn
3351,2b710hx,2009,rio brilhante,83.9,corn
3352,bg7055,2009,rio brilhante,82.3,corn
3353,dkb315,2009,rio brilhante,82.2,corn
3354,2b587,2009,rio brilhante,81.8,corn
3355,2b604,2009,rio brilhante,81.5,corn
3356,dkb350yg,2009,rio brilhante,79.7,corn
3357,p4042,2009,rio brilhante,76.4,corn
3358,as1590yg,2009,rio brilhante,74.8,corn
3359,p3340,2009,rio brilhante,74.8,corn
3360,dkb177,2009,rio brilhante,74.5,corn
3361,bg7049,2009,rio brilhante,74.3,corn
3362,dg601,2009,rio brilhante,73.5,corn
3363,rb9210,2009,rio brilhante,72.8,corn
3364,cd384,2009,rio brilhante,72.7,corn
3365,pentatl,2009,rio brilhante,72.5,corn
3366,agn20a55,2009,rio brilhante,72.4,corn
3367,p30s31,2009,rio brilhante,72.0,corn
3368,as1596,2009,rio brilhante,71.8,corn
3369,agn20a06,2009,rio brilhante,71.4,corn
3370,ag6020,2009,rio brilhante,71.2,corn
3371,cd351,2009,rio brilhante,70.7,corn
3372,ag8088yg,2009,rio brilhante,70.6,corn
3373,rb9308,2009,rio brilhante,70.0,corn
3374,torktl,2009,rio brilhante,69.9,corn
3375,dg501,2009,rio brilhante,69.7,corn
3376,dkb390yg,2009,rio brilhante,69.2,corn
3377,cd308,2009,rio brilhante,68.9,corn
3378,as3421,2009,rio brilhante,66.9,corn
3379,bx945,2009,rio brilhante,65.8,corn
3380,agn30a91,2009,rio brilhante,65.5,corn
3381,shs4050,2009,rio brilhante,65.5,corn
3382,shs5090,2009,rio brilhante,65.2,corn
3383,dg627,2009,rio brilhante,64.7,corn
3384,shs7090,2009,rio brilhante,64.2,corn
3385,hs969728,2009,rio brilhante,63.6,corn
3386,shs7080,2009,rio brilhante,63.6,corn
3387,atl200,2009,rio brilhante,62.8,corn
3388,cd304,2009,rio brilhante,62.2,corn
3389,hs7338,2009,rio brilhante,58.8,corn
3390,bx1200,2009,rio brilhante,56.1,corn
3391,bx1255,2009,rio brilhante,56.0,corn
3392,bx974,2009,rio brilhante,55.7,corn
3393,al bandeirante,2009,rio brilhante,55.0,corn
3394,sol da manhã,2009,rio brilhante,40.3,corn
3395,2b587,2009,são gabriel do oeste,109.5,corn
3396,ag9040,2009,são gabriel do oeste,103.6,corn
3397,ag7088,2009,são gabriel do oeste,98.2,corn
3398,p30p70,2009,são gabriel do oeste,96.5,corn
3399,rb9110,2009,são gabriel do oeste,96.2,corn
3400,2b707,2009,são gabriel do oeste,95.6,corn
3401,cd351,2009,são gabriel do oeste,95.6,corn
3402,p30s31,2009,são gabriel do oeste,95.5,corn
3403,agn30a06,2009,são gabriel do oeste,94.8,corn
3404,impacto,2009,são gabriel do oeste,92.6,corn
3405,2b688,2009,são gabriel do oeste,91.8,corn
3406,rb9210,2009,são gabriel do oeste,91.4,corn
3407,p4042,2009,são gabriel do oeste,91.4,corn
3408,bx1200,2009,são gabriel do oeste,91.0,corn
3409,ms2009,2009,são gabriel do oeste,90.4,corn
3410,agn30a70,2009,são gabriel do oeste,90.3,corn
3411,agn30a91,2009,são gabriel do oeste,88.4,corn
3412,cd384,2009,são gabriel do oeste,88.4,corn
3413,agn20a55,2009,são gabriel do oeste,88.2,corn
3414,ag8088yg,2009,são gabriel do oeste,88.0,corn
3415,gnz9505,2009,são gabriel do oeste,87.5,corn
3416,bx974,2009,são gabriel do oeste,86.8,corn
3417,as1596,2009,são gabriel do oeste,85.5,corn
3418,dg501,2009,são gabriel do oeste,84.1,corn
3419,2b710hx,2009,são gabriel do oeste,84.1,corn
3420,dkb390yg,2009,são gabriel do oeste,83.8,corn
3421,pentatl,2009,são gabriel do oeste,83.7,corn
3422,p3340,2009,são gabriel do oeste,83.7,corn
3423,as1572yg,2009,são gabriel do oeste,83.6,corn
3424,dg601,2009,são gabriel do oeste,83.2,corn
3425,dkb177,2009,são gabriel do oeste,83.1,corn
3426,bf9302,2009,são gabriel do oeste,81.9,corn
3427,dkb315,2009,são gabriel do oeste,81.5,corn
3428,gnz9501,2009,são gabriel do oeste,81.3,corn
3429,as3421,2009,são gabriel do oeste,81.1,corn
3430,bx945,2009,são gabriel do oeste,80.8,corn
3431,rb9308,2009,são gabriel do oeste,80.6,corn
3432,ag6020,2009,são gabriel do oeste,80.6,corn
3433,gnz2500,2009,são gabriel do oeste,80.3,corn
3434,as1551yg,2009,são gabriel do oeste,80.0,corn
3435,bf9719,2009,são gabriel do oeste,79.9,corn
3436,cd308,2009,são gabriel do oeste,78.9,corn
3437,atl200,2009,são gabriel do oeste,77.8,corn
3438,hs7338,2009,são gabriel do oeste,76.5,corn
3439,dg627,2009,são gabriel do oeste,76.4,corn
3440,hs969728,2009,são gabriel do oeste,75.7,corn
3441,bg7049,2009,são gabriel do oeste,75.4,corn
3442,bg7055,2009,são gabriel do oeste,74.0,corn
3443,gnz1671,2009,são gabriel do oeste,73.7,corn
3444,ag9010yg,2009,são gabriel do oeste,72.9,corn
3445,cd304,2009,são gabriel do oeste,70.7,corn
3446,am4003,2009,são gabriel do oeste,66.7,corn
3447,bx1255,2009,são gabriel do oeste,66.4,corn
3448,al bandeirante,2009,são gabriel do oeste,62.8,corn
3449,sol da manhã,2009,são gabriel do oeste,47.6,corn
3450,2b710hx,2009,sidrolândia,116.1,corn
3451,ag9040,2009,sidrolândia,113.5,corn
3452,dkb390yg,2009,sidrolândia,112.5,corn
3453,as1596,2009,sidrolândia,110.8,corn
3454,ag7088,2009,sidrolândia,110.7,corn
3455,2b587,2009,sidrolândia,110.5,corn
3456,p30s31,2009,sidrolândia,110.4,corn
3457,rb9110,2009,sidrolândia,108.7,corn
3458,ag8088yg,2009,sidrolândia,106.7,corn
3459,p4042,2009,sidrolândia,106.0,corn
3460,2b707,2009,sidrolândia,105.2,corn
3461,agn30a70,2009,sidrolândia,104.7,corn
3462,dkb177,2009,sidrolândia,104.3,corn
3463,penta,2009,sidrolândia,103.9,corn
3464,rb9210,2009,sidrolândia,102.9,corn
3465,cd351,2009,sidrolândia,102.5,corn
3466,cd384,2009,sidrolândia,101.9,corn
3467,omega,2009,sidrolândia,101.0,corn
3468,p30f35yg,2009,sidrolândia,100.8,corn
3469,bg7049,2009,sidrolândia,100.1,corn
3470,torktl,2009,sidrolândia,99.7,corn
3471,dkb315,2009,sidrolândia,98.5,corn
3472,agn30a06,2009,sidrolândia,98.4,corn
3473,as1551yg,2009,sidrolândia,98.1,corn
3474,hs7338,2009,sidrolândia,97.7,corn
3475,pre22s11,2009,sidrolândia,97.7,corn
3476,impacto,2009,sidrolândia,97.5,corn
3477,hs969728,2009,sidrolândia,96.9,corn
3478,bx1200,2009,sidrolândia,96.8,corn
3479,as3421,2009,sidrolândia,96.7,corn
3480,as1590yg,2009,sidrolândia,95.5,corn
3481,shs7080,2009,sidrolândia,94.6,corn
3482,p30p70,2009,sidrolândia,94.6,corn
3483,2b688,2009,sidrolândia,94.1,corn
3484,dg501,2009,sidrolândia,93.3,corn
3485,agn20a55,2009,sidrolândia,93.1,corn
3486,p3340,2009,sidrolândia,92.6,corn
3487,brs1040,2009,sidrolândia,92.3,corn
3488,cd304,2009,sidrolândia,92.3,corn
3489,agn20a06,2009,sidrolândia,92.2,corn
3490,ag9010yg,2009,sidrolândia,92.0,corn
3491,bx945,2009,sidrolândia,91.7,corn
3492,ag6020,2009,sidrolândia,90.6,corn
3493,dg627,2009,sidrolândia,90.6,corn
3494,agn30a91,2009,sidrolândia,90.6,corn
3495,bg7055,2009,sidrolândia,90.1,corn
3496,znt1165,2009,sidrolândia,89.3,corn
3497,bx974,2009,sidrolândia,89.2,corn
3498,dg601,2009,sidrolândia,89.1,corn
3499,atl200,2009,sidrolândia,88.7,corn
3500,brs2022,2009,sidrolândia,87.9,corn
3501,shs5050,2009,sidrolândia,87.5,corn
3502,shs5090,2009,sidrolândia,87.2,corn
3503,cd308,2009,sidrolândia,85.7,corn
3504,dkb350yg,2009,sidrolândia,84.5,corn
3505,shs7090,2009,sidrolândia,83.1,corn
3506,pre22t12,2009,sidrolândia,80.1,corn
3507,rb9308,2009,sidrolândia,78.5,corn
3508,znt1335,2009,sidrolândia,78.1,corn
3509,bx1255,2009,sidrolândia,76.9,corn
3510,brs sol da manhã,2009,sidrolândia,68.8,corn
3511,al bandeirante,2009,sidrolândia,66.6,corn
3512,p30p70,2009,sonora,65.6,corn
3513,p4042,2009,sonora,56.0,corn
3514,2b587,2009,sonora,55.2,corn
3515,impacto,2009,sonora,54.0,corn
3516,ag9040,2009,sonora,52.9,corn
3517,p3340,2009,sonora,51.7,corn
3518,ag8088yg,2009,sonora,50.0,corn
3519,pentatl,2009,sonora,49.9,corn
3520,2b710hx,2009,sonora,49.7,corn
3521,dkb390yg,2009,sonora,49.7,corn
3522,bf9719,2009,sonora,48.7,corn
3523,2b688,2009,sonora,48.7,corn
3524,dkb315,2009,sonora,48.5,corn
3525,as1572yg,2009,sonora,48.3,corn
3526,agn30a91,2009,sonora,47.8,corn
3527,rb9210,2009,sonora,47.5,corn
3528,ag9010yg,2009,sonora,47.0,corn
3529,rb9110,2009,sonora,46.5,corn
3530,dg501,2009,sonora,46.4,corn
3531,gnz9501,2009,sonora,46.2,corn
3532,2b707,2009,sonora,46.1,corn
3533,ag7088,2009,sonora,45.1,corn
3534,as1551yg,2009,sonora,44.5,corn
3535,agn30a06,2009,sonora,43.0,corn
3536,ag6020,2009,sonora,42.7,corn
3537,atl200,2009,sonora,42.3,corn
3538,cd351,2009,sonora,42.2,corn
3539,bf9302,2009,sonora,42.2,corn
3540,bx974,2009,sonora,41.0,corn
3541,dkb177,2009,sonora,40.9,corn
3542,as3421,2009,sonora,39.7,corn
3543,agn30a70,2009,sonora,39.4,corn
3544,dg601,2009,sonora,39.4,corn
3545,gnz2500,2009,sonora,38.1,corn
3546,cd384,2009,sonora,37.7,corn
3547,gnz1671,2009,sonora,36.7,corn
3548,al bandeirante,2009,sonora,36.5,corn
3549,bg7055,2009,sonora,36.2,corn
3550,gnz9505,2009,sonora,36.0,corn
3551,hs7338,2009,sonora,35.9,corn
3552,p30s31,2009,sonora,35.9,corn
3553,bg7049,2009,sonora,34.8,corn
3554,as1596,2009,sonora,34.2,corn
3555,hs969728,2009,sonora,34.0,corn
3556,agn20a55,2009,sonora,33.8,corn
3557,rb9308,2009,sonora,33.6,corn
3558,ms2009,2009,sonora,33.6,corn
3559,dg627,2009,sonora,32.6,corn
3560,bx945,2009,sonora,32.3,corn
3561,cd304,2009,sonora,31.7,corn
3562,bx1200,2009,sonora,31.6,corn
3563,am4003,2009,sonora,29.6,corn
3564,cd308,2009,sonora,28.6,corn
3565,bx1255,2009,sonora,28.2,corn
3566,sol da manhã,2009,sonora,27.8,corn
3567,agn30a37,2010,aral moreira,159.7,corn
3568,2b587,2010,aral moreira,150.4,corn
3569,p3646hx,2010,aral moreira,148.3,corn
3570,2b433,2010,aral moreira,147.0,corn
3571,as1578yg,2010,aral moreira,146.2,corn
3572,2b707hx,2010,aral moreira,145.6,corn
3573,p30f35hx,2010,aral moreira,144.3,corn
3574,ag5055,2010,aral moreira,141.9,corn
3575,statustl,2010,aral moreira,141.2,corn
3576,as1555yg,2010,aral moreira,140.9,corn
3577,penta,2010,aral moreira,140.2,corn
3578,dkb177,2010,aral moreira,139.1,corn
3579,2b604hx,2010,aral moreira,138.9,corn
3580,dkb390yg,2010,aral moreira,138.8,corn
3581,dkb350yg,2010,aral moreira,136.5,corn
3582,as1551yg,2010,aral moreira,136.0,corn
3583,agn30a91hx,2010,aral moreira,134.8,corn
3584,bg7049hx,2010,aral moreira,134.4,corn
3585,cd384hx,2010,aral moreira,134.2,corn
3586,gnz9505yg,2010,aral moreira,133.9,corn
3587,ag9040,2010,aral moreira,133.8,corn
3588,agn20a55hx,2010,aral moreira,133.3,corn
3589,p30p70hx,2010,aral moreira,132.3,corn
3590,maximustl,2010,aral moreira,131.0,corn
3591,2b688hx,2010,aral moreira,130.9,corn
3592,dkb315,2010,aral moreira,130.7,corn
3593,2b655hx,2010,aral moreira,130.5,corn
3594,p30b88hx,2010,aral moreira,127.9,corn
3595,as1590yg,2010,aral moreira,126.9,corn
3596,2b710hx,2010,aral moreira,126.8,corn
3597,as3421yg,2010,aral moreira,126.6,corn
3598,ag9010yg,2010,aral moreira,125.7,corn
3599,gnz9506,2010,aral moreira,125.3,corn
3600,bg7051hx,2010,aral moreira,124.3,corn
3601,bx1293,2010,aral moreira,124.1,corn
3602,ag8088yg,2010,aral moreira,122.9,corn
3603,bg7055,2010,aral moreira,121.9,corn
3604,gnz9501,2010,aral moreira,121.1,corn
3605,shx1753,2010,aral moreira,121.1,corn
3606,cd327,2010,aral moreira,120.0,corn
3607,bx945,2010,aral moreira,116.5,corn
3608,p30k73yg,2010,aral moreira,115.4,corn
3609,omega,2010,aral moreira,114.8,corn
3610,bx970,2010,aral moreira,114.5,corn
3611,p4042hx,2010,aral moreira,114.1,corn
3612,torktl,2010,aral moreira,114.0,corn
3613,pc0404,2010,aral moreira,113.1,corn
3614,ag6020,2010,aral moreira,113.1,corn
3615,cd384,2010,aral moreira,112.3,corn
3616,shx531,2010,aral moreira,108.1,corn
3617,shx1672,2010,aral moreira,99.7,corn
3618,pc0204,2010,aral moreira,98.7,corn
3619,2b688hx,2010,dourados,115.7,corn
3620,2b604hx,2010,dourados,114.8,corn
3621,2b710hx,2010,dourados,111.5,corn
3622,as1578yg,2010,dourados,111.3,corn
3623,pentatl,2010,dourados,109.9,corn
3624,p3646hx,2010,dourados,109.0,corn
3625,gnz9505yg,2010,dourados,107.4,corn
3626,2b433,2010,dourados,106.5,corn
3627,as1590yg,2010,dourados,106.3,corn
3628,cd384hx,2010,dourados,106.2,corn
3629,as3421yg,2010,dourados,105.7,corn
3630,dkb390yg,2010,dourados,105.6,corn
3631,dkb350yg,2010,dourados,102.7,corn
3632,as1551yg,2010,dourados,100.9,corn
3633,ag8088yg,2010,dourados,100.5,corn
3634,agn30a91hx,2010,dourados,100.4,corn
3635,celerontl,2010,dourados,99.5,corn
3636,dkb315,2010,dourados,99.2,corn
3637,2b587,2010,dourados,99.2,corn
3638,2b655hx,2010,dourados,98.9,corn
3639,as1555yg,2010,dourados,98.8,corn
3640,p30f35hx,2010,dourados,98.8,corn
3641,ag9010yg,2010,dourados,97.3,corn
3642,p4042hx,2010,dourados,96.7,corn
3643,2b707hx,2010,dourados,95.3,corn
3644,dkb177,2010,dourados,95.0,corn
3645,agn20a55hx,2010,dourados,94.3,corn
3646,agn30a37,2010,dourados,94.2,corn
3647,p30p70hx,2010,dourados,92.3,corn
3648,bg7051hx,2010,dourados,91.5,corn
3649,bg7049hx,2010,dourados,90.8,corn
3650,ag9040,2010,dourados,90.3,corn
3651,gnz9506,2010,dourados,88.4,corn
3652,torktl,2010,dourados,88.2,corn
3653,brs1040,2010,dourados,88.0,corn
3654,bx945,2010,dourados,87.2,corn
3655,faster,2010,dourados,84.2,corn
3656,pre22s11,2010,dourados,83.3,corn
3657,gnz9501,2010,dourados,82.4,corn
3658,cd384,2010,dourados,79.9,corn
3659,cd327,2010,dourados,79.2,corn
3660,ag6020,2010,dourados,78.8,corn
3661,bx1293,2010,dourados,77.9,corn
3662,shs5090,2010,dourados,77.4,corn
3663,bg7055,2010,dourados,75.8,corn
3664,bx970,2010,dourados,75.1,corn
3665,shs4080,2010,dourados,74.5,corn
3666,shx1672,2010,dourados,73.6,corn
3667,shs7090,2010,dourados,73.4,corn
3668,brs3035,2010,dourados,73.0,corn
3669,shx531,2010,dourados,72.9,corn
3670,pre22d11,2010,dourados,71.1,corn
3671,pre32d10,2010,dourados,68.3,corn
3672,shx1753,2010,dourados,67.5,corn
3673,pre22t10,2010,dourados,61.0,corn
3674,pre12s12,2010,dourados,56.7,corn
3675,2b433,2010,maracaju,138.5,corn
3676,2b688hx,2010,maracaju,135.2,corn
3677,agn30a37,2010,maracaju,133.5,corn
3678,p3646hx,2010,maracaju,133.4,corn
3679,dkb350yg,2010,maracaju,131.8,corn
3680,ag9040,2010,maracaju,130.6,corn
3681,cd384hx,2010,maracaju,129.7,corn
3682,gnz9505yg,2010,maracaju,127.6,corn
3683,p30p70hx,2010,maracaju,127.2,corn
3684,dkb390yg,2010,maracaju,126.5,corn
3685,ag9010yg,2010,maracaju,125.8,corn
3686,as3421yg,2010,maracaju,125.7,corn
3687,as1555yg,2010,maracaju,125.1,corn
3688,2b655hx,2010,maracaju,123.8,corn
3689,pentatl,2010,maracaju,123.7,corn
3690,ag8088yg,2010,maracaju,123.6,corn
3691,2b587,2010,maracaju,123.1,corn
3692,dkb315,2010,maracaju,122.0,corn
3693,statustl,2010,maracaju,121.3,corn
3694,torktl,2010,maracaju,121.1,corn
3695,as1590yg,2010,maracaju,121.0,corn
3696,2b710hx,2010,maracaju,120.0,corn
3697,p30f35hx,2010,maracaju,119.6,corn
3698,shx531,2010,maracaju,118.6,corn
3699,agn20a55hx,2010,maracaju,117.3,corn
3700,as1578yg,2010,maracaju,117.2,corn
3701,bx970,2010,maracaju,116.7,corn
3702,shs5090,2010,maracaju,116.7,corn
3703,gnz9506,2010,maracaju,116.6,corn
3704,dg501,2010,maracaju,116.5,corn
3705,p4042hx,2010,maracaju,116.1,corn
3706,formulatl,2010,maracaju,116.1,corn
3707,as1551yg,2010,maracaju,115.6,corn
3708,bg7051hx,2010,maracaju,115.4,corn
3709,bg7049,2010,maracaju,115.3,corn
3710,cd384,2010,maracaju,115.0,corn
3711,cd327,2010,maracaju,114.2,corn
3712,2b707hx,2010,maracaju,114.1,corn
3713,bx945,2010,maracaju,114.1,corn
3714,shx1753,2010,maracaju,113.1,corn
3715,truck,2010,maracaju,112.4,corn
3716,agn30a91hx,2010,maracaju,112.2,corn
3717,faster,2010,maracaju,111.2,corn
3718,dkb177,2010,maracaju,109.8,corn
3719,gnz9501,2010,maracaju,109.4,corn
3720,znt3310,2010,maracaju,107.7,corn
3721,brs1040,2010,maracaju,105.9,corn
3722,ag6020,2010,maracaju,105.0,corn
3723,omega,2010,maracaju,103.1,corn
3724,dg601,2010,maracaju,100.5,corn
3725,shx1672,2010,maracaju,100.0,corn
3726,bg7055,2010,maracaju,99.7,corn
3727,znt1165,2010,maracaju,98.5,corn
3728,shs7090,2010,maracaju,96.9,corn
3729,bx1293,2010,maracaju,96.7,corn
3730,pc0404,2010,maracaju,96.4,corn
3731,shs4080,2010,maracaju,93.1,corn
3732,brs3035,2010,maracaju,90.7,corn
3733,pc0402,2010,maracaju,83.8,corn
3734,2b587,2010,naviraí,119.7,corn
3735,agn30a37,2010,naviraí,115.6,corn
3736,p3646hx,2010,naviraí,113.8,corn
3737,dkb390yg,2010,naviraí,112.4,corn
3738,p30f35hx,2010,naviraí,109.6,corn
3739,as1578yg,2010,naviraí,108.1,corn
3740,2b688hx,2010,naviraí,107.9,corn
3741,2b433,2010,naviraí,107.5,corn
3742,ag8088yg,2010,naviraí,107.3,corn
3743,maximustl,2010,naviraí,106.7,corn
3744,pentatl,2010,naviraí,105.7,corn
3745,cd327,2010,naviraí,105.1,corn
3746,bg7051hx,2010,naviraí,104.8,corn
3747,2b604hx,2010,naviraí,104.8,corn
3748,agn30a91hx,2010,naviraí,103.9,corn
3749,gnz9505yg,2010,naviraí,103.9,corn
3750,2b710hx,2010,naviraí,102.5,corn
3751,cd384hx,2010,naviraí,102.5,corn
3752,as3421yg,2010,naviraí,102.4,corn
3753,as1555yg,2010,naviraí,101.6,corn
3754,garratl,2010,naviraí,101.6,corn
3755,bx945,2010,naviraí,100.7,corn
3756,p4042hx,2010,naviraí,100.5,corn
3757,ag9040,2010,naviraí,100.5,corn
3758,p30p70hx,2010,naviraí,99.9,corn
3759,dkb315,2010,naviraí,99.2,corn
3760,dkb350yg,2010,naviraí,99.1,corn
3761,agn20a55hx,2010,naviraí,98.6,corn
3762,as1590yg,2010,naviraí,98.4,corn
3763,ag9010yg,2010,naviraí,96.4,corn
3764,torktl,2010,naviraí,95.1,corn
3765,as1551yg,2010,naviraí,95.1,corn
3766,2b655hx,2010,naviraí,94.4,corn
3767,2b707hx,2010,naviraí,94.2,corn
3768,gnz9501,2010,naviraí,94.1,corn
3769,pre22d11,2010,naviraí,93.8,corn
3770,faster,2010,naviraí,92.3,corn
3771,gnz9506,2010,naviraí,92.1,corn
3772,bg7049hx,2010,naviraí,89.8,corn
3773,cd384,2010,naviraí,88.4,corn
3774,ag6020,2010,naviraí,87.7,corn
3775,bg7055,2010,naviraí,84.5,corn
3776,bx970,2010,naviraí,83.0,corn
3777,bx1293,2010,naviraí,81.6,corn
3778,pre22t10,2010,naviraí,78.7,corn
3779,pre32d10,2010,naviraí,77.5,corn
3780,pre12s12,2010,naviraí,68.5,corn
3781,pre22s11,2010,naviraí,65.3,corn
3782,dkb390yg,2010,rio brilhante,144.1,corn
3783,pentatl,2010,rio brilhante,132.6,corn
3784,statustl,2010,rio brilhante,130.4,corn
3785,bg7049hx,2010,rio brilhante,123.2,corn
3786,as1555yg,2010,rio brilhante,122.7,corn
3787,agn30a37,2010,rio brilhante,121.6,corn
3788,ag8088yg,2010,rio brilhante,120.1,corn
3789,agn30a91hx,2010,rio brilhante,120.0,corn
3790,bg7051hx,2010,rio brilhante,119.6,corn
3791,agn20a55hx,2010,rio brilhante,118.7,corn
3792,2b707hx,2010,rio brilhante,118.2,corn
3793,p3646hx,2010,rio brilhante,118.1,corn
3794,gnz9506,2010,rio brilhante,117.7,corn
3795,2b655hx,2010,rio brilhante,117.5,corn
