date,Amambaí,Anaurilandia,Campo_Grande,Dourados,Ivinhema,Maracaju,Rio_Brilhante,São_Gabriel_do_Oeste,Sidrolândia
2011-01-17,37.8,70.0,3.8,0.0,20.6,0.0,33.0,0.0,
2011-01-18,4.2,22.0,7.0,16.200000000000003,10.0,0.4,0.4,0.0,
2011-01-19,0.2,,,20.6,2.0,28.599999999999998,31.399999999999995,0.0,
2011-01-20,21.8,28.0,,0.2,15.399999999999999,1.6,7.199999999999999,0.0,
2011-01-21,27.799999999999997,22.0,,3.4000000000000004,35.0,7.000000000000001,3.4,0.0,
2011-01-22,0.8,,,0.2,9.799999999999999,1.0,4.0,0.0,
2011-01-23,0.0,,,0.0,0.0,0.0,1.6,0.0,
2011-01-24,1.4,,,17.4,0.0,2.0,9.0,0.0,
2011-01-25,20.6,,,16.2,1.2,16.4,2.2,0.0,
2011-01-26,1.4,,,0.2,13.2,0.2,22.0,0.0,
2011-01-27,0.8,,,0.0,11.2,0.2,0.0,0.0,
2011-01-28,0.2,,,23.999999999999996,0.0,4.0,5.800000000000001,0.0,
2011-01-29,2.6,,,19.4,0.2,1.2,0.2,0.0,
2011-01-30,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-01-31,0.4,,,1.8,0.4,0.0,0.0,0.0,
2011-02-01,9.4,68.0,,27.2,1.8,0.0,2.0,,
2011-02-02,8.8,,,61.8,37.0,45.599999999999994,77.39999999999999,,
2011-02-03,16.4,20.0,,0.0,2.8,1.2000000000000002,7.2,,
2011-02-04,1.4,48.0,,10.2,1.4,7.0,0.6000000000000001,,
2011-02-05,0.2,,,0.0,0.0,0.0,11.8,,
2011-02-06,83.2,30.0,,11.0,1.0,0.0,2.2,,
2011-02-07,0.0,14.0,,0.2,17.0,14.2,23.6,,
2011-02-08,48.0,28.0,,34.2,24.799999999999997,0.0,6.6,,
2011-02-09,2.0,30.0,,24.8,14.6,8.8,0.2,,
2011-02-10,9.8,,,6.0,43.8,2.0,22.4,,
2011-02-11,25.0,30.0,,11.4,7.200000000000001,8.8,41.4,,
2011-02-12,23.799999999999997,58.0,,5.4,15.8,1.5999999999999999,1.2000000000000002,,
2011-02-13,4.2,10.0,,44.4,79.8,18.799999999999997,9.2,,
2011-02-14,0.6,,,14.799999999999999,6.6,0.2,6.999999999999999,,
2011-02-15,23.0,,,0.0,0.2,0.0,16.4,,
2011-02-16,0.0,,,0.2,0.2,0.6,1.0,,
2011-02-17,5.0,,,16.2,1.4,27.8,1.4,,
2011-02-18,0.0,,,0.4,0.0,2.6000000000000005,0.0,,
2011-02-19,0.0,20.0,,5.000000000000001,0.6,4.8,32.80000000000001,,
2011-02-20,0.0,,,0.0,0.0,0.2,0.0,,
2011-02-21,13.4,,,0.0,0.0,0.0,0.0,,
2011-02-22,0.0,26.0,,0.0,0.0,14.8,2.4,,
2011-02-23,1.4,28.0,,6.6000000000000005,14.0,4.6000000000000005,1.0,,
2011-02-24,26.6,,,0.2,4.6000000000000005,0.0,0.4,,
2011-02-25,0.0,10.0,,0.0,0.0,0.0,0.0,,
2011-02-26,18.0,26.0,,3.4000000000000004,0.2,0.0,0.0,,
2011-02-27,15.0,52.0,,0.0,0.0,0.4,0.8,,
2011-02-28,0.2,,,4.6,13.2,16.8,21.0,,
2011-03-01,0.0,,,1.2,12.8,5.2,2.0,,
2011-03-02,0.2,56.0,,5.4,20.4,21.6,8.6,,
2011-03-03,,,,12.4,14.8,18.6,46.6,,
2011-03-04,0.0,,,2.2,2.6,0.2,2.0,,
2011-03-05,0.0,,,0.0,0.0,3.4,0.0,,
2011-03-06,0.0,,,0.2,0.0,0.0,0.2,,
2011-03-07,,,,2.2,10.599999999999998,0.8,7.2,,
2011-03-08,0.0,,,0.0,0.2,3.400000000000001,5.4,,
2011-03-09,0.0,,,0.0,0.0,0.0,0.2,,
2011-03-10,0.0,,,0.0,0.2,0.0,0.0,,
2011-03-11,0.0,32.0,,0.0,12.4,6.6000000000000005,0.0,,
2011-03-12,0.2,,,26.399999999999995,4.0,2.0,0.0,,
2011-03-13,0.0,,,0.0,0.0,0.0,16.400000000000002,,
2011-03-14,0.0,,,0.0,0.0,0.0,0.0,,
2011-03-15,0.0,,,3.2,0.0,0.0,0.0,,
2011-03-16,0.0,,,0.0,0.0,0.0,0.0,,
2011-03-17,3.8,,,0.0,0.0,0.8,2.0,,
2011-03-18,27.6,,,1.0,0.0,2.4,0.0,,
2011-03-19,0.0,,,0.0,0.0,0.2,0.0,,
2011-03-20,0.0,,,0.0,0.0,40.20000000000002,3.6,,
2011-03-21,0.0,,,0.0,0.0,0.4,0.0,,
2011-03-22,,,,6.8,4.0,2.8,9.6,,
2011-03-23,,,,7.8,7.200000000000001,8.4,1.7999999999999998,,
2011-03-24,0.0,,,0.4,0.0,3.8000000000000003,1.2,,
2011-03-25,0.0,,,0.0,0.0,0.2,0.2,,
2011-03-26,0.0,,,0.0,0.0,0.0,0.0,,
2011-03-27,0.0,,,0.0,0.0,0.0,0.0,,
2011-03-28,2.8,,,26.0,4.4,0.0,2.4,,
2011-03-29,2.4,,,0.4,38.4,0.8,0.4,,
2011-03-30,6.0,92.0,,12.4,3.2,7.199999999999999,0.4,,
2011-03-31,0.2,,,0.0,5.0,1.4,0.2,,
2011-04-01,29.0,,,1.0,0.0,2.2,0.0,0.0,
2011-04-02,6.0,22.0,,74.80000000000001,65.80000000000001,23.8,15.0,0.0,
2011-04-03,1.7999999999999998,,,0.4,1.6,13.799999999999999,4.0,7.6000000000000005,
2011-04-04,0.0,28.0,,0.6000000000000001,0.0,1.0,0.2,0.4,
2011-04-05,0.0,,,0.0,0.0,1.7999999999999998,0.0,2.5999999999999996,
2011-04-06,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-04-07,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-08,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-04-09,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-10,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-11,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-12,0.0,32.0,,30.4,68.0,35.99999999999999,36.0,5.8,
2011-04-13,0.0,58.0,,10.0,29.6,10.2,1.7999999999999998,0.2,
2011-04-14,0.0,,,0.0,0.0,4.200000000000001,0.0,0.0,
2011-04-15,0.2,,,2.6,0.0,1.4,9.799999999999999,3.4000000000000004,
2011-04-16,0.0,,,0.4,5.000000000000001,0.2,0.2,25.799999999999997,
2011-04-17,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-04-18,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-19,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-20,0.0,,,0.0,1.0,0.0,0.0,0.0,
2011-04-21,0.8,,,0.0,0.0,1.0,0.0,0.8,
2011-04-22,0.0,,,0.0,0.0,0.2,0.0,0.0,
2011-04-23,0.8,,,10.6,0.0,0.0,0.0,0.0,
2011-04-24,0.0,,,0.0,0.2,0.6000000000000001,0.0,0.0,
2011-04-25,,,,5.4,13.2,39.0,39.8,0.0,
2011-04-26,0.0,,,2.0,0.0,2.4,0.4,0.2,
2011-04-27,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-04-28,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-04-29,3.0,,,0.0,21.0,0.0,0.2,0.6,
2011-04-30,34.0,68.0,,32.8,43.6,28.4,25.4,11.8,
2011-05-01,3.6,35.0,,6.6,8.4,8.0,20.4,2.8,
2011-05-02,0.0,,,0.0,0.0,2.8,0.0,0.2,
2011-05-03,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-04,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-05,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-05-06,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-07,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-05-08,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-09,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-05-10,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-11,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-12,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-13,0.0,,,0.0,0.0,0.0,0.2,0.0,
2011-05-14,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-15,0.0,,,0.0,0.0,0.2,0.2,0.0,
2011-05-16,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-17,0.0,,,0.2,0.0,0.0,0.2,0.0,
2011-05-18,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-19,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-20,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-21,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-22,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-23,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-24,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-25,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-26,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-27,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-28,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-29,0.0,,,0.2,0.0,0.0,0.2,0.0,
2011-05-30,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-05-31,0.0,,,0.0,0.0,0.0,0.0,0.0,
2011-06-01,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,
2011-06-02,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-04,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,
2011-06-05,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-06,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-07,4.6,,9.4,3.0,4.800000000000001,1.4000000000000001,2.6,0.0,
2011-06-08,2.6,,0.0,0.2,1.0,0.2,0.0,0.0,
2011-06-09,12.8,70.0,24.4,23.0,45.8,11.2,29.8,48.2,
2011-06-10,0.2,,0.2,0.2,0.0,2.1999999999999997,0.4,2.6000000000000005,
2011-06-11,0.0,,0.0,0.0,0.2,0.2,0.2,0.2,
2011-06-12,0.2,,0.0,0.0,0.0,0.2,0.2,0.0,
2011-06-13,0.0,,0.0,0.0,0.0,0.2,0.2,0.0,
2011-06-14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-15,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-25,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,
2011-06-26,1.0,,0.0,0.4,1.0,0.2,0.6,0.0,
2011-06-27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-06-29,8.799999999999999,,0.0,65.0,18.4,3.5999999999999996,17.8,0.0,
2011-06-30,15.8,,0.0,16.999999999999996,0.4,1.4,9.0,0.0,
2011-07-01,1.6,,0.0,23.8,,,36.60000000000001,0.0,
2011-07-02,17.0,,0.0,14.200000000000001,,,0.0,0.0,
2011-07-03,0.0,,0.0,0.0,,,0.0,0.2,
2011-07-04,0.0,,0.0,0.0,,0.2,0.0,0.0,
2011-07-05,0.0,,0.0,0.0,,0.2,0.0,0.0,
2011-07-06,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,
2011-07-07,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-07-08,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-09,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-10,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-07-12,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-07-14,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-07-16,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-17,3.2,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-07-18,29.8,,0.0,0.0,0.0,0.2,16.0,0.0,
2011-07-19,4.6000000000000005,15.0,0.0,0.0,0.0,0.2,0.8,0.0,
2011-07-20,0.2,,0.0,0.0,0.2,0.0,0.0,0.0,
2011-07-21,21.0,15.0,0.0,0.0,0.0,0.2,30.4,0.0,
2011-07-22,0.0,,11.799999999999999,0.2,0.0,0.2,0.6,0.0,
2011-07-23,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-24,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-25,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,
2011-07-26,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-27,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-07-29,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-07-30,0.2,,1.0,9.599999999999998,,0.2,4.0,0.0,
2011-07-31,38.2,,0.4,6.0,,0.0,0.4,0.0,
2011-08-01,30.2,,4.2,2.6,,0.0,2.0,0.0,
2011-08-02,0.2,,1.0,0.0,,0.0,0.2,1.2,
2011-08-03,0.0,,0.2,0.0,,0.0,0.0,3.400000000000001,
2011-08-04,0.0,,0.0,0.0,,0.0,0.2,0.0,
2011-08-05,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-06,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-07,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-08,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-09,0.0,,0.0,0.0,,0.8,5.0,0.0,
2011-08-10,0.0,,0.0,0.0,,0.0,0.0,1.0,
2011-08-11,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-12,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-13,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-14,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-15,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-16,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-17,11.999999999999998,,0.0,1.9999999999999998,,0.0,0.4,0.0,
2011-08-18,8.799999999999999,20.0,0.0,0.0,,0.0,0.0,0.0,
2011-08-19,1.0,,0.0,3.4000000000000004,,10.600000000000001,18.400000000000002,0.0,
2011-08-20,1.0,,21.999999999999996,0.0,,0.8,1.8,0.0,
2011-08-21,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-22,2.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-23,6.800000000000001,,0.0,0.4,,0.0,0.0,0.0,
2011-08-24,0.2,,0.0,0.0,,0.0,0.0,0.0,
2011-08-25,0.0,,0.0,0.0,,0.0,0.0,0.0,
2011-08-26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-08-27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-08-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-08-29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-08-30,0.0,,0.0,0.2,0.0,0.0,0.4,0.0,
2011-08-31,0.0,,0.0,0.0,0.0,1.0,0.0,0.6,
2011-09-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-02,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-04,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-05,0.0,,0.0,0.0,0.6,0.0,0.0,0.0,
2011-09-06,1.5999999999999999,,0.0,0.0,0.2,0.0,0.0,0.0,
2011-09-07,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-08,7.3999999999999995,,0.0,5.6000000000000005,0.4,0.0,6.8,0.0,
2011-09-09,1.5999999999999999,12.0,26.6,24.999999999999996,30.8,26.799999999999994,42.199999999999996,12.399999999999999,
2011-09-10,0.2,10.0,2.0,1.0,1.0,1.5999999999999999,0.2,0.6,
2011-09-11,0.0,,0.8,0.0,2.6,0.4,0.6000000000000001,0.0,
2011-09-12,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-09-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-18,2.8000000000000003,,0.0,0.0,0.0,0.8,0.0,0.0,
2011-09-19,0.2,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-09-20,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-22,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,
2011-09-23,23.599999999999998,,14.8,24.0,21.599999999999998,21.6,22.4,0.4,
2011-09-24,0.0,,0.6000000000000001,0.2,0.0,5.000000000000001,0.0,0.8,
2011-09-25,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-09-26,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,
2011-09-27,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-28,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
2011-09-30,0.0,,13.2,0.0,0.0,0.0,0.0,6.0,
2011-10-01,5.800000000000001,,0.0,0.8,2.8,3.6,0.0,1.4,0.0
2011-10-02,9.2,15.0,0.0,8.0,10.0,9.2,7.000000000000001,25.399999999999995,0.0
2011-10-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-04,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-05,0.0,,0.0,0.0,0.0,0.0,0.0,26.200000000000003,0.0
2011-10-06,0.0,,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-07,0.0,,2.8,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-08,5.0,25.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0
2011-10-09,7.0,32.0,0.0,8.0,35.6,0.0,16.799999999999997,0.0,0.0
2011-10-10,31.599999999999998,,41.0,7.6000000000000005,23.2,3.2,135.0,33.400000000000006,0.0
2011-10-11,2.0,,0.4,2.2,0.4,3.2000000000000006,12.6,1.5999999999999999,0.0
2011-10-12,15.200000000000001,,0.0,25.400000000000002,6.6000000000000005,0.8,1.4,0.0,0.0
2011-10-13,6.0,,0.0,2.6,2.5999999999999996,0.4,0.2,0.0,0.0
2011-10-14,5.0,25.0,0.0,8.4,14.399999999999999,0.2,14.599999999999998,33.39999999999999,0.0
2011-10-15,0.8,,13.400000000000002,2.8000000000000003,3.6,0.2,1.7999999999999998,15.199999999999998,0.0
2011-10-16,0.8,,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2011-10-17,0.0,,0.4,0.0,0.0,2.8000000000000007,0.0,0.0,0.0
2011-10-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-21,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2011-10-22,0.0,,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2011-10-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-25,60.800000000000004,30.0,9.599999999999998,31.8,54.4,17.199999999999996,21.4,18.0,21.2
2011-10-26,0.0,,0.0,0.0,0.0,0.8,0.0,0.2,0.2
2011-10-27,0.0,,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2011-10-28,3.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-29,1.0,,0.0,0.0,7.6,0.0,0.0,0.0,0.0
2011-10-30,56.20000000000001,15.0,52.40000000000001,47.400000000000006,32.6,25.199999999999992,44.2,29.999999999999996,44.60000000000001
2011-10-31,0.0,,1.4,0.0,2.2,7.600000000000003,2.0,0.2,1.4
2011-11-01,0.0,,0.0,0.0,0.0,6.4,0.0,0.4,0.0
2011-11-02,0.0,,0.0,0.0,0.0,4.800000000000002,0.0,0.0,0.0
2011-11-03,0.0,,0.0,0.0,0.0,3.2,0.0,0.0,0.0
2011-11-04,0.0,,0.0,0.0,0.0,1.4,0.0,1.8,0.0
2011-11-05,0.8,12.0,0.0,0.0,0.0,0.2,0.0,0.6000000000000001,0.0
2011-11-06,25.2,,11.0,30.0,0.6000000000000001,13.2,22.4,21.6,20.2
2011-11-07,0.0,30.0,3.6,2.2,1.4,5.200000000000001,0.2,0.8,0.4
2011-11-08,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-09,0.0,,0.2,0.0,0.0,0.0,0.0,0.0,2.0
2011-11-10,0.0,,0.0,13.4,0.0,5.8,0.0,0.0,0.0
2011-11-11,0.0,,0.0,0.0,0.0,5.600000000000001,0.0,0.0,3.8
2011-11-12,0.6000000000000001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-13,7.6000000000000005,20.0,0.0,29.8,33.800000000000004,0.2,0.0,0.0,0.0
2011-11-14,85.19999999999999,130.0,80.2,55.8,100.6,63.60000000000001,39.39999999999999,34.599999999999994,128.8
2011-11-15,0.2,,7.000000000000001,0.2,0.2,0.0,0.2,9.6,0.4
2011-11-16,0.0,,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2011-11-17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-21,22.999999999999996,,0.0,23.4,77.80000000000001,18.8,15.6,0.0,21.8
2011-11-22,0.4,,17.399999999999995,0.6,0.6000000000000001,0.2,1.8,6.4,6.0
2011-11-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-24,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-25,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-26,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-27,0.0,,0.0,0.0,0.0,0.0,0.0,11.6,0.0
2011-11-28,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2011-11-29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-30,0.0,,0.0,0.0,8.6,0.0,0.0,2.0,0.0
2011-12-01,0.0,,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-02,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-04,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-05,0.0,,17.200000000000003,3.6,1.2,2.8,11.4,0.0,0.0
2011-12-06,2.0,5.0,43.800000000000004,9.799999999999999,13.0,13.8,10.0,1.4,26.2
2011-12-07,0.0,,0.2,0.0,0.0,0.0,0.0,0.2,0.0
2011-12-08,4.4,35.0,2.0,2.8,16.8,18.4,3.8,0.6,37.0
2011-12-09,0.2,,3.6,1.8,0.2,1.0,4.0,4.0,9.799999999999999
2011-12-10,0.0,,5.000000000000001,0.0,0.0,9.399999999999999,0.0,0.0,0.2
2011-12-11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-12,0.0,,0.0,0.0,0.0,0.0,0.0,39.0,0.0
2011-12-13,0.0,,3.2,2.0,0.0,1.6,0.0,0.0,0.0
2011-12-14,0.0,,9.799999999999999,0.0,0.2,0.0,2.4000000000000004,15.6,2.6
2011-12-15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-16,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-17,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-19,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-20,0.0,,0.0,0.0,0.0,0.0,0.0,20.799999999999997,0.0
2011-12-21,0.0,,0.0,0.2,0.0,0.0,0.0,4.6000000000000005,0.0
2011-12-22,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2011-12-23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-24,20.999999999999996,,0.0,0.2,0.0,0.0,0.0,0.0,0.0
2011-12-25,0.0,,13.399999999999999,0.0,51.0,36.6,32.0,3.0,13.200000000000001
2011-12-26,0.0,,0.0,0.0,9.2,0.0,18.2,0.2,10.4
2011-12-27,0.0,,0.0,0.0,0.0,0.0,0.0,11.000000000000002,0.0
2011-12-28,0.0,,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,0.0
2011-12-29,26.8,,22.0,1.8,12.600000000000001,0.0,25.8,0.6000000000000001,5.2
2011-12-30,33.6,,1.0,32.2,1.0,0.0,7.8,6.999999999999999,7.2
2011-12-31,94.0,100.0,33.6,12.600000000000001,6.6,0.0,35.800000000000004,2.4000000000000004,0.4
2012-01-01,0.2,10.0,0.2,0.0,0.0,0.0,1.0,5.2,0.0
2012-01-02,0.0,,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2012-01-03,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2012-01-04,0.0,,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2012-01-05,0.0,,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2012-01-06,0.0,,0.0,0.0,3.8,0.0,0.0,0.6000000000000001,0.0
2012-01-07,0.0,10.0,0.0,0.0,1.6,0.0,0.0,0.2,0.0
2012-01-08,0.0,,21.8,0.0,0.0,0.0,0.0,0.0,1.6
2012-01-09,0.2,,7.4,0.0,0.0,0.0,1.0,0.2,0.2
2012-01-10,0.0,,17.2,0.0,0.0,0.0,0.0,0.0,2.4
2012-01-11,0.0,,4.0,0.6,0.0,0.0,1.0,0.2,6.0
2012-01-12,7.8,22.0,26.8,16.2,8.4,,1.6,0.2,11.8
2012-01-13,32.6,28.0,11.0,29.599999999999994,23.799999999999997,47.9,21.599999999999998,0.2,16.2
